525,gov_action1k2jertppnnndejjcglszfqq4yzw8evzrd2nt66rr6rqlz54xp0zsq05ecsn,1556286936543747,21944929264932197,0,0,797397066357272,62009207387654,0,0
536,gov_action1pvv5wmjqhwa4u85vu9f4ydmzu2mgt8n7et967ph2urhx53r70xusqnmm525,2834202271336925,21765141117698004,0,0,1764713826220583,135515326902049,13702635431691453,60472735597209
541,gov_action133jnaewfsq8x6v08ndd87l2yqryp63r30t2dkceacxx5cply5n7sqzlcyqf,3588057465350036,21854080344758402,3007113867254872,78849371941904,4936315076185773,147965096310766,0,0
570,gov_action1vrkk4dpuss8l3z9g4uc2rmf8ks0f7j534zvz9v4k85dlc54wa3zsqq68rx0,5261956725776160,22056635838406806,3912620027409730,21047614750896,7022577607372470,176556274009501,0,0
574,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpwywvhcq,5302836466632635,21898643146872253,3742130511452840,72804579509904,7138807707756020,173923625738143,0,0
574,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqz6d98zp,5302836466632635,21898643146872253,3721111431233043,23241331803603,7138807707756020,173923625738143,0,0
574,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqqfgyy3v,5302836466632635,21898643146872253,3936472396174960,90968685298024,7138807707756020,173923625738143,0,0
575,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqsufvuyl,5323852383792567,21895552138158468,3849194802534578,34236055778023,7170517881321814,173702643633163,0,0
575,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpyflfc4s,5323852383792567,21895552138158468,3864814693988316,97175092600961,7170517881321814,173702643633163,0,0
575,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp2tyw3h6,5323852383792567,21895552138158468,3676127033910643,590624891175497,7170517881321814,173702643633163,0,0
575,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqvckzwqt,5323852383792567,21895552138158468,3949375607425368,127697171445311,7170517881321814,173702643633163,0,0
575,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqyxzxz7k,5323852383792567,21895552138158468,4361971035647183,47748769676214,7170517881321814,173702643633163,0,0
