drep,vote,amount
drep18g58zce55n90pqhpjm9u00w5ry72wkp9c33algqd8rupums2kmq,yes,603383394519
drep1gm78qa2895ynwn4ekdxl678d5qq9cnfarvcxh6d37fhsy50j9vl,yes,69174296594
drep1zlhwhgyn8g55y49zrerwrphaspr84enrcrwhm0xelvlcvgdcjmd,yes,102502414161
drep1pldju6te2rttusf9lq52fzjk6vscq6zsl9z3tlskwwwgxz40xcd,yes,494424280727
drep1c604nf9akj2u2gqsqq8vqhw7jz6j0usvrr4ny68weqm95h8v2vk,yes,3259635019020
drep10sac7436zwwrvec4quflqp802wzgl3a8uzq5rx83xvwe223cvnu,yes,2570500387212
drep1wf6pvmd08vym6m9c63nv3l8fzqydf5ctru6wr8f7tnznc8tjrtc,yes,296239591852
drep1526vywz49jweqq39rvvw429vxcdpwvrwc33ycrdymv5jqeavazh,no,643363992853
drep1678t8j9ufhasrflkjx6xlv2k8sy4998v5uu2vcfdh7ha2uran5p,yes,1307233133065
drep1qxykkykelgunkphfh4krkwevdk55qky0m8zwe5qnr7gfwum9g8d,yes,528808232271
drep1s369jcyjh4nk7ekvrte9fa20sdg32ujdphp7av8xyz7u223jsa2,yes,5683019811242
drep_script1g2d3y3skgr806wj2ryhhc5ca3akx6vmppde87jq7kgknj5wf0ec,yes,214091915998272
drep1sq32cj9r4y4r6yxxglyjnasu2hhmlwttpex8ryy8eksvkpavjx7,yes,107990298859
drep1k3wde55ta4tzgjwzs3atre39nv0wlpz35manpgjfca7xwu7rnw2,yes,606662268639
drep1rz95fefgxufcjamls4x8a6vnqjd72k624n9sq6fsfvgayqd6r5x,yes,1754673301487
drep17pxh60vrch90fhqnj578064jka7hpuq6axx52g2qygjp7l0cyjd,yes,44032218770
drep1assw7l953xsy73ndy9sxmeqwy4yhr3gentgax7lcjynz7qkg5zx,yes,701091698657
drep1jcfgptx9j869j9jxrwyvvjldcuz6gjv5wp7g32k3yyq5sukjg87,yes,104314163926
drep1pmy58hz70shnprfexg4z6ykfxnavtv5jdemvvl5yktydzml6wlq,yes,2739630162083
drep176sktgzd9ggczd9jtqs9xn2ql5ygddayt3c423ckh6kp7rvdm2x,yes,4116633388
drep1gzutjmmzhr9lt330vcjgze9fhjrnhratsse0xz8dfr0k7vszuvm,yes,2070738948106
drep1ha70n565q7nx7f6y78dvsa4m90h9u2ahup9kccrrsng922zdag3,yes,4230417898275
drep1eg8gqrtjlwls47897a0zsgzwtj0j6q5u6wj32zuj68a3vy68w7c,yes,100026327312
drep1l27namn7weftgru78t9q9d55rgpkyva8kh0q9s33y44qwysx3uj,yes,456620673482
drep1yxt7kfc7hgnnx4gw2xqrpgyp55cctjnh6wvlvwt0ck4pvcs3pap,yes,2259080081
drep1lvph5f02spd6zjn9ncchwntjcsgexkpqdd43k76q8f232e0dcru,yes,37518165342
drep1refz382zcw23rcax6lxjwslef94gmy0puvnvyys5fxstsjghfjd,abstain,0
drep19qg34ctllr7lh48nnj4akfc978qzqzuwzkgsdu6r3zc42e5y854,yes,5683166077638
drep1xfzdeu7mutvla824en2mreg08h97gf0m7q2rcsg7nuspy6k0ysx,yes,307898949604
drep1knfjmx50fh4vsyznaefn4xl49pg9wdy2a463sr457mj5u92jrel,abstain,1121917227866
drep1xet3sscmgq2ma7d495h3yxj7uxpmfxq0ja5nspsqaus7k9ugq3t,yes,18658169035939
drep1a328v5gr8464gpchjy593vmds6thk4ezsx3vmtvapqntw0vky3g,yes,192741624623
drep10fcecuw3h3na96627x0s9l2guaycss7n8g3pdqg3x39rgj4l209,yes,23373482273503
drep14l69ewnmc5h6uftda9ghs3mw49hdu7w93e9alhzxckp0v5pczql,yes,2222541107288
drep1q2748kqzkh40m4pwgv4w6zhxkp57xw2g0ljnye5eh2nug6t9vax,abstain,369426500817
drep185r8rr6j9evjs984vnr7haf5cn3qw5w220usk23cxffvwuutaz3,yes,205234956938
drep1ng2exqa5zjz8wfd87wd7kkmlmurx2ef79ddlag7lww8hvtnjzuq,yes,533343041629
drep_script1h95f0wrxasn0fwfajwe8jtjfdw5nd880d073wh2llvxk56p3mq3,yes,3631364259003
drep136083nwmqj39uhe9huudjc43fu9njtv4j8p3zh97f7vvchlmwnj,abstain,47618632662
drep1yc7ykkcjuux0n5t789s5nrq4dxtpq5l0zm6lntn4a25xzmlzy02,yes,129720347187
drep1efj8hmm06p550extkumgsc9rs552dvlyrds20fvlsjdvy4wl890,yes,3665768861675
drep17rksqsgqx8ej3rtc3x4gjm8a44u6w3qcshfm46yc9tq4zeffuzj,yes,4358467653064
drep14fs7kawaj8lk03e7595tkw04l5w7q7fypr9cms45p98vs6grces,yes,19216983658516
drep1c59ehxlwkrsulmzhxpx86gr5d4vl9vl8rwa6s3l53du7yeus3y6,yes,39393794949882
drep15tv59ngt58zm9ps5dtg4v7a4mqztf57l8slkzfxdw2kfk8qdtdz,yes,733403017056
drep1lzv2vk9u0l9qahz6zgnmkyv6y5qs8lzaukhstwfrqdf0ywhsfd3,yes,1875769468614
drep1nha38e3edus947xvjlgfurt3zgvh60jnwlqszwfgeh79746tqec,yes,24228784048588
drep1lhkqu7uhq9532xr5558q7gh5rl54m4ezav8p5yfkgz27yrx735a,yes,118720182371881
drep17h6rggykfz37srj63lkuah5rg9ed8tzwmwd2nqywl6u3yqvsasg,yes,33191566584418
drep1794apaznpyzr2ru4px52804nc90rtjvhqg6p4gvnnjemve07skk,yes,114362721351
drep1k4h4cd5jknvcfeq5uuzqthpl7sdjxrwf9gn25tdk49qxyfhusgm,yes,300421545983
drep1ysy0kzhamk2cvfzrql50unfj9jkk2zffxtaae5zmc39cs3uec6j,yes,1341387078619
drep1m2k6dp66gr83chkff2fr6y76wgta5xx8umstphsrrsw9ylhcfha,yes,578529874406
