"type","voter-hash","vote","voting-stake"
"SPO","ff069b3ecf738d4adfe83f7c20c64b82f94f7285ee41eedb2bfd297b","Yes",21930291790300
"SPO","fdc55442d4c89bfa42bb62ac640ed710afd6eb79531e6dbb8459eb46","No",58816426343781
"SPO","fb21d3e5ed7684742936778239a7bed2bcee1292964ddeb716d3a903","No",61447907137562
"SPO","fab24ffce0611c290e10211cac009b1366ae1cece4a1c57d110ddfa1","Yes",45844295576
"SPO","f7bc66350f611b20f8f86e123d8780928ee8cf9d827d72f549d61b51","Yes",202616246188
"SPO","f218d7c550fecc856bdf09c6ec12d64f68a59b6727f29bedb06d88b1","Yes",679588354761
"SPO","f0e3c8d48efb750cdf256b68babc880787bc688972acfbbee1ffc537","Yes",283417664601
"SPO","ec6cdcad62633e065be5d96eecea28464144a1827adc0cba98d29a23","Yes",9939120796340
"SPO","dacf06a23e4aaf119024e63deb79861ca175b24e7d44d97fb92b1a22","Abstain",42042581290685
"SPO","d8cc8d4198e23dbc5685c6682e6ea06e82fbd93879e42086e64ccc21","Yes",287973304198
"SPO","d61ab012cf4b0c24daf2447309638b25573f85b0a7e4ffdb60db9b22","Yes",1728616920875
"SPO","d058aaaeea58887b79ecb57708d1694bd323276a6b54185bd86415e7","Yes",34818907023773
"SPO","c825168836c5bf850dec38567eb4771c2e03eea28658ff291df768ae","Yes",32805922532776
"SPO","c5c43637ce16dc7e2619be1733a769f63aaf193e6e93458479eafd63","No",2127496163303
"SPO","c2b8bff5160dd75149f2cae0955698550e8cf0d390025b26a9508a3e","Yes",1105800566774
"SPO","c29dd3c55a4f3f3b02aae6463ef8e1e66a70b5d000f8a6dc3430ef04","Yes",3481315556829
"SPO","bbbe8bd9d3942563c7cf02e2d605516fb8376e3a49689d9b028cc2ab","Yes",6459916864108
"SPO","b67b0635ab2b26df9e44ba14fac3560720ca0902446d68fe282d4b97","Yes",128577043946
"SPO","acfdedecd7d754d2d9f4977626ba0e82ba465892c9f98f7f2d2d0e1d","No",4560907688055
"SPO","a803d6a5b213b52b38c4d7b97c934b904810c36e40a9d7260670d618","Yes",229124282491
"SPO","a10865dae2d543ee9f13e98bff70ea81565bb6e4343b15b765f78174","No",76588141033641
"SPO","9fa14b049b735e287da702a2b0a7c2a6612e81db9cc4284339a6a2f1","Yes",3391479110845
"SPO","96553a437b99271fdcaa30c279e432224342e88147741db73872f03c","Yes",2042986603632
"SPO","940d6893606290dc6b7705a8aa56a857793a8ae0a3906d4e2afd2119","No",1358650959938
"SPO","91e34a10c60a797011bdafc723e0b86a2fdecd11731c8c9e403cfe6e","Yes",1384401504948
"SPO","90a9f94272aa45bb1eb27bb0e2fda43eb4d9bfd31010ab2c9c249896","No",32523111580173
"SPO","903e554b27f6c66a2032bedc3d74fdf6b58b2f09a05e13b9af71807f","No",4887639495309
"SPO","8d2fef46df5f9b2fcb64ebad739f27062b4f38c04df1a916fa216752","Yes",12948227457101
"SPO","8b7a0faa3fb61ce93d1013db3e157c53c3c4060e4872d8d82fa66c6b","Yes",1443827518460
"SPO","88eb9f2d6bc1835026154016c7dc54b54e06dee61c2c238643969202","Yes",5362845376114
"SPO","8857ee40b59bbc752e8cab4e5808e204cf7c4ce338fd7b86f4db0cc6","No",13875439928656
"SPO","881b67128439e781d00190ee7ba1692d5af13aaee5d1914911bb3e42","No",65287672269471
"SPO","87190b7553a1ee0300420382e8d2877f94cb6e687cb221217f84b4aa","No",2119570569172
"SPO","80cb48c2953a78d25f69dbcea305fbcce0c520c25d401cd75a259cf1","Yes",5490828350315
"SPO","7e7eb329d995759d2b9fdb85b8d0c9e3fa2e57c460641c8fc875e780","Yes",8571229384718
"SPO","7874e696cf4baca102c098067ca483f2370d2bdc958ad322dadf650b","Yes",6048936771950
"SPO","6a4a39566f5c45f0f6de34ef5e674b892e517ddeebd4eafcfd8583ef","Yes",4713561975086
"SPO","68d8505aea5a000e630f904f8741c1deec9135a729e5df770fe3b659","Yes",2498474124492
"SPO","64a4392e99179be25e27a31a6f9e3b31111d761e3d301a7e8f6e9d09","Yes",88740369042
"SPO","566ebd3406088123f8dcc99630f122520db5d479e661c72b43571627","Yes",8353798975781
"SPO","538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357","Yes",2036136334629
"SPO","41996c3e9ed67d47ea81a59f8831dbc948a00f296d11dd6a6678b543","Yes",5915551582854
"SPO","34ae2462f0fab1866281947a022d85bddf29f45a8b9699baabbbfcb9","No",62588628128542
"SPO","2ba96bc27be2bdde3ec11b9f696cf21fad39e49097be9b0193e6b572","No",62646824584199
"SPO","263498e010c7a49bbfd7c4e1aab29809fca7ed993f9e14192a75871e","Yes",32782354210479
"SPO","2412ac3192e68fa6179ca3a84cfcb080a7007e7a8c4958dc9c2c4d72","Yes",315792310
"SPO","1e9a280b52e5157467f05e5231e7f521d3022cf8b14084b19beed138","No",12910223860
"SPO","1be0613ee44270f56b5fbb71f667528e1d877d77d349dd7324d50869","Yes",240578571729
"SPO","1b268f4cba3faa7e36d8a0cc4adca2096fb856119412ee7330f692b5","No",64640990422847
"SPO","1b2523e031e0efe6e5fe0edf8c82fd51abf33a1a2feedad5456ef4d9","Yes",29208662135985
"SPO","153806dbcd134ddee69a8c5204e38ac80448f62342f8c23cfe4b7edf","No",73587995210768
"SPO","0df0f6e5a3191520aa0a58268c38fe608d1d931766fc006635f3f2b1","Yes",115400600554
"SPO","0a423fa44f23b13cba59474427d11746136672af66b2d80b4499dd1d","Yes",30046892219854
"SPO","08f05bcfaada3bb5c038b8c88c6b502ceabfd9978973159458c6535b","Yes",10324284004526
"SPO","08453273401b3ee2f380ec570f8c926d5f3bd3522337d03b566a6b61","No",43583631891955
"SPO","040d79b06f8ad1a94bd8fbc9eac9ba8ccf44a332d9d7f003d85f9393","Yes",313757776541
"SPO","00000036d515e12e18cd3c88c74f09a67984c2c279a5296aa96efe89","No",74375056186550
"DRS","5f14b5b5cddb0839df02696194268ef48673836d7777a7c05ffd2f3e","Yes",996206479535
"DRK","fdec0e7b970169151874a50e0f22f41fe95dd722eb0e1a11364095e2","No",5925533520837
"DRK","fcc1946fe92b7f27a8b21d6639bffc72be07157b2745ef204d7467c0","Yes",314815398358
"DRK","fb20ff3ccbcfac9e4e7b32b4ffcf0748f5a1879e309657a44582b39a","No",66161341053
"DRK","f6a165a04d2a118134b25820534d40fd0886b7a45c71554716beac1f","No",18545284
"DRK","f5f434209648a3e80e5a8fedcede834172d3ac4edb9aa9808efeb912","No",267736486648
"DRK","f31c5c7c3efcd8a0480b99b4766f449261f0a32e08c1dad8c8f0f761","Yes",623688078836
"DRK","f0ed00410031f3288d7889aa896cfdad79a7441885d3bae8982ac151","No",21574813792
"DRK","f040fce92719b564369095bab8495548ad324529dd2ae19cf4e61411","Yes",786419698541
"DRK","ef99796c601eb47571ff919d02afe74727a81bdfe81e08481bdf06bd","No",55299494847
"DRK","ee147b12e224c7f014ce3f8e731f9c599a9b87ec951fbaf62b7727ba","Yes",229724959914
"DRK","ec20ef7cb489a04f466d21606de40e254971c5199ad1d37bf891262f","Yes",408122202189
"DRK","e9a96e9080ff7f13cbe437b3106485d4968758710fb73f4ee45a60fa","Yes",60061459997
"DRK","e8de1ff7b6587760fe9dcf76135b7932cccba34e48e91a909921fea9","Yes",562497079109
"DRK","e6ce8801848a70f3ced317bcb5b8214339e89a9fde180e9d90919a2a","Yes",373373583128
"DRK","e6a2a0c4f8be3b8b765d71ea3bc0de6060615538caf3952f0b384834","No",1067141195597
"DRK","e4466cb4391d2b069e49ddb8dfac9795fc6a91587dd92d6632f495a3","Yes",346087594327
"DRK","e110365006277fb6a38f3365738f9a973b9d555a269f53a788224be4","No",324600720302
"DRK","dd70f2c717eb5a7153d2753b6cce713e786da1ffea2e9769505b185a","Yes",43930665016
"DRK","dd3573c0092bc1fad1301bece6e95c50a248264d743e21c2dcdb6266","Yes",74635778180
"DRK","dc31e3ed20fcefa08e80a229bd8431864f59959985b7f9752e735e36","Yes",103725901774
"DRK","da7cba6189cc2a574546a24746b961405c62eabe0818c54b3e001108","Yes",5009375014471
"DRK","d5ca79bbf3b872d99ab23770a4c3802fe6a0e7745835d738bd115118","Abstain",303334937398
"DRK","d3d857a6bece410c00bd47c57380cc387f0b20d25c8a0407e8809f67","Abstain",125839180775
"DRK","d38f42931dce1b52c6073e08380691e6485a170c22bc1bcc68245f32","Abstain",12239151796
"DRK","d33da6bc4ad754e5f7d44d7eb7ef655ea40f539dd7840c0a8760ad59","Yes",9073037335706
"DRK","d254f8f6f0eceb571cd7d5364faa55b3c29390ad802c3ee0805b1d72","Yes",7513437777375
"DRK","cf463d781631ff7647ac2487e3ef2176864ef3ed32f6b8f6d0a0800f","No",76672790635
"DRK","ceb1cc47cd31327f642216f090434b8aa1acb0aaac83aea3bef4b7b6","No",705421115
"DRK","cc7559aea43dd0959f226897ca5f3b46459d87f2837b840d17c6a5a4","Yes",26527061954
"DRK","cc37fee8a4bca7120ce97b852213aff16aa09999c8e35809c5e00444","Yes",6132962333
"DRK","ca647bef6fd06947e4cbb7368860a38528a6b3e41b60a7a59f849ac2","Yes",1305670519739
"DRK","c99a849cbd046186b39c7d393a5a684a25de51973b6bf2f952ea3e0b","Abstain",1012610610732
"DRK","c6850f98ad7fc589b4581d4dd4a3b17e6d8c3281e963fd4084d6c47e","Yes",416512671035
"DRK","c1aac9b6a2720e3d4a38a7dcc62d8cf10a3f92ff81963f80f9a3ef9f","No",1347071708388
"DRK","bc5c2f2aff2522fdb9aff627f9d0b728960fba2dd63fe4862f6e3d3f","Yes",112292090871
"DRK","b6f4547ad049d7443ee5695761e1aa5e446cfccf72c7ed0d8ad8edfa","No",25419907982401
"DRK","b5393f87d09ef82b1a22f39c379968c4630cc39c4abbd37de3eef1d1","Yes",160287311556
"DRK","b504dbaab6de1a99cff4792682afd38c6c0aed226e563bc430530cff","Yes",585166387226
"DRK","b45cdcd28bed562449c2847ab1e6259b1eef8451a6fb30a249c77c67","Yes",88375858745
"DRK","b1b2b95944324466446ad0d6b6707144d0e35d2112735e9d86120aac","Yes",29719197501
"DRK","aff45cba7bc52fae256de95178476ea96ede79c58e4bdfdc46c582f6","Yes",976122968356
"DRK","a865b3916bd1d4eb06b2c650d928991db042f54f3658c0fb8dfe1af4","Abstain",16405699841426
"DRK","a83677e69e2a13a517361d613ffa436190378060da2bd0226846364f","Yes",1012295904742
"DRK","a4a01438f9e942e8b9e97101ddabeea1f9f7785a05c670139dbfa4f2","Abstain",2864745119425
"DRK","a2eb55da4abbcde0aa67cbb89bd530b7a95eb7e95cd03ca448150fe8","Yes",55276426821
"DRK","a2dbafc2e9740f6c89d65c34484bb8ec2f62935f6fd4ca3edf1c587e","Abstain",251656266180
"DRK","a2d942cd0ba1c5b286146ad1567bb5d804b4d3df3c3f6124cd72ac9b","Abstain",259185239302
"DRK","9ee3b0ce6c5999fd817ef8670b6df8fdd7bf4d08a877e05becaaa540","No",442298935480
"DRK","9cbfc3c6bc7a741321b52af6a16290bbfb3cfa406ae73b447d9e696c","No",24773480386
"DRK","9b3849ebed96676c4e4d7be805fb4446cdc650cafa87ddfb3c6d7847","No",549785342761
"DRK","975bc39a158a7abfc0a9372a4a7b5368a1dfda6b34ebfce7195ab854","No",753054425127
"DRK","94f7bb25c15f5e4e3a58bb9e8e6b10bfa8c2694f39f282167af35e2c","Abstain",55281703829667
"DRK","948deca41ef75e859aa5b958c58fa0284700d69ca02201f6fa63bc1a","Yes",2532652629860
"DRK","939d3fe696269fb52807c21253ebe44af2816f4bae7b459a29acfb0f","Yes",39003790922
"DRK","937271ae3cb948e545d6224e219cfeaf148783bccd5a7d3d2e69bc81","Yes",3462638030268
"DRK","9281ed5a68f7f68de9e177960a7319871d42a1b631feba0a37a3c3c0","No",412294404882
"DRK","917f7e5192ce5643511ac7564a88af3e6bec3e5bdb6beaf8cfcafdfe","No",156665940229
"DRK","8fc73462577040d656ed1200a93d8dc2fb7c3bc9ddc445340a895a0a","Yes",6130940837092
"DRK","8f1d5d6c1156a9710407d524789eebf42ef20bbd75ec858d53b7bfcf","Yes",2432898361195
"DRK","8af81c6e86446b617ae0f609e4ebc154e02febefced49936ad0d2d64","Yes",345553602481
"DRK","891cf38d4cdd539b3cfc13c0c16bf98f8a9837bf5c57b75a6b303e89","No",118308470907
"DRK","881b9c84fccefa40b9d9d037d80635ea6e5fd19050aab71fef2e12f3","Yes",9629264517
"DRK","87d908316f5f0c24eeb8a34cf10f40fe99a8f54d2bf6fdd3318be4c9","Yes",14703838372
"DRK","8637953a4386e04e923d62047db5540d048583f8cb0141fe08d5cfa0","Yes",323757258409
"DRK","85c9d7c39e23df7297c7e94a8c1a0c68a1f4791aa8c816d49ffe8d26","Yes",37671024427
"DRK","80b54ec47ac11020a73ce67508f64e119956fe10fbd819eab88a7ada","Yes",213199064518
"DRK","8022ac48a3a92a3d10c647c929f61c55efbfb96b0e4c719087cda0cb","No",103229562598
"DRK","7a719c71d1bc67d2eb4af19f02fd48e7498843d33a22168111344a34","Yes",753176157234
"DRK","76363ec4933231553ed0623e8287185cdff4a31f5e1e37e226cca28c","Yes",309381142633
"DRK","73b6ee5b30e85b670804c4d3b5fd9dadccd46d9ce34c1c09873f2597","Yes",2652613795249
"DRK","71515633da5bd1cacf111656969da9af71b4c895ee268819d9a07c79","Yes",151744379090
"DRK","6f1257494f7fa41389aab2ad7068a1092ce068e2804ecb4219fbbb2a","Yes",2712280207578
"DRK","6c8a0c80777f9e4dc043dabc48e8391c7821a5b42c850be268cf1a51","Yes",1238475128317
"DRK","6c50e19fbaa47dd7a226a15d46313b2b088045b1fe2169f4015d7d08","No",2761231976
"DRK","65c525f72280f114c7ff6e4f322ca8c1b508f6db1fe97323c6e8205c","Yes",95437357216
"DRK","608355a04e0c683f70a462b70a1e73f0c71d80381c2dc8830a8ef926","Yes",31617776013
"DRK","5f0fd8cb95ac1f0eb2d86ed3f8e6437a1ca30b15cd649d2ab1f1e925","Yes",6005569116
"DRK","59d018364aebf5ddff693741df1679a47cd33ce8f26eae3be8d68d14","No",28513619602
"DRK","58ef68bf4f9140d6e67e3ea49e466e3896e0009475c7ccb986258736","No",10611609033529
"DRK","587557751cb28fcdd9842f42b2b711f9147c540a32632534db7ce22e","No",313178402269
"DRK","53f6a8fad05efc1111cca4dcb96ce891dbfa52459f02efdba117bdb4","No",5797633881763
"DRK","524d8fa8adb529fb000b6e325d78dbf021db1ab971171e84991b83ca","Yes",1374088887268
"DRK","49b1f1c03818148586e26ab2416bee6374543964d908a46d782c9661","Yes",5133638626
"DRK","47b20d355bb06ebc5176a27aaacbdf12de3f588b1bd11c61b205c3a3","Yes",132302726777
"DRK","44270cf214e6f56c590b21a216758a8b985841411126deb9728f0107","Abstain",3766804750
"DRK","43d159afe83267d9b160ef6afa1223e4040226e6aea130aecb139073","Yes",4160009818455
"DRK","4281249b0696b2e347ae7cc1757d38e81fd5c7aa763903225b40e7c1","Abstain",24114728909
"DRK","4088b0f477cf7089e7512f4a5c2124282d1df1d8380431a9778e0414","No",115044280
"DRK","3e34d73f3a117e6d512a5086247de2a96553da255acc0b541ab9691e","Yes",2327971320310
"DRK","3d65580e7a2f7a0e3de33a25de03ba9e6f5778ce124594be1775e284","No",3302108205
"DRK","3d06718f522e592814f564c7ebf534c4e20751ca53f90b2a383252c7","Yes",160252127472
"DRK","3c6c1024db32d6be735231388aeebb14d552695e78681479a77d22fb","Yes",80728051272
"DRK","38e11859d2a1f8dfab9eccb4ddaf730ad9d7495aba8234876542ad19","Abstain",250488525353
"DRK","2f662cf952e2ea42e00e9f3b11994b3e63b480afe4ecc1fa91b380da","No",23053333
"DRK","2e62b3ea4d6ce1b502f42ac0cd42c10cc80dd0546e9b93ab9468cf7e","Abstain",642820213
"DRK","2775713575b07fb5093385e18b88ec76792c19714d7a2233a1fdb469","No",7782947052914
"DRK","264d012dd8f2b1cb891887ab0fca9017d6b41d2bf11d7b901fd0497e","Yes",755005152503
"DRK","24f57fece7213b86ecbfcc9f355835e148add29b9dfa757113aeba9b","Yes",1030469119830
"DRK","2408fb0afddd9586244307e8fe4d322cad65092932fbdcd05bc44b88","No",3210897977
"DRK","228fabcdd2b1a034554a7a42dadc591d6540ce542ec0d7a734a197b1","Yes",105708607379
"DRK","2052ba04a96e5611a844f09ce2ca33b734133f5875a0b102fea42d46","Yes",14896147761902
"DRK","1f5ed39f09ace870ae22691a6dab5305021b0c0703b872aae6389cce","Yes",100057991815
"DRK","1dac6bf2cda83cc5a0ab36b0cf2007d98c3308760fff225f901a9ebd","No",2284191202499
"DRK","1c37f6ca5e620bd28e9f0432824c4e7c4844dc4d039303a411c2e165","Yes",204286585935
"DRK","188d57e4b578ca7d4046077656328082a59ffd14963d35139ac9372d","Abstain",172341388618
"DRK","188b44e528371389777f854c7ee993049be55b4aaccb0069304b11d2","Yes",159660087196
"DRK","1228f8146e5d57f738b8ce9d0a7a0329d8f6c413923b8fc34e9828b0","Yes",50452166033
"DRK","0dcd28a92885b78f49d9f6a1ae71023e85c16c4998bf4e5a3dcdb687","Yes",50967360471
"DRK","07b5be329e147eeb58132084cbfe70ddeccaf94dfab2a6f43a5228de","Yes",35815002193
