"type","voter-hash","vote","voting-stake"
"SPO","ff069b3ecf738d4adfe83f7c20c64b82f94f7285ee41eedb2bfd297b","Abstain",21429447057554
"SPO","fcbfb4a3c18f890de7a51f68603b18e654f8b432abdda17c53a0d586","No",14975879453899
"SPO","fb21d3e5ed7684742936778239a7bed2bcee1292964ddeb716d3a903","No",62243043607799
"SPO","f4ebee070198a0db41e46d5e59a7c582357013d15b907f65ad75d55e","No",277999467527
"SPO","f1b265f1e545da9c6e003c5d703fb5a23283c646cd40b2d619671e7f","No",18488161361436
"SPO","f0e3c8d48efb750cdf256b68babc880787bc688972acfbbee1ffc537","No",284927303171
"SPO","ec6cdcad62633e065be5d96eecea28464144a1827adc0cba98d29a23","No",9959681312986
"SPO","e8e00995c7f3820fedf01e75a443c56e20f96ddcf9168b662ce2fdcd","No",2432652958722
"SPO","e40edb5a243c9ef00296860c6b7c8272fd5923ac52b5050d68e80d9b","No",20954215265712
"SPO","de7f214056fa551217d6ed21203bb09e7f479b34e8f4740bcf87f6f9","No",87681694224
"SPO","dcf43cff10f366a4804905092fb8dda95a57bc348342ed2a5f356965","No",14035438374996
"SPO","dacf06a23e4aaf119024e63deb79861ca175b24e7d44d97fb92b1a22","Yes",43189677084026
"SPO","d918835729aaab9d4dca82c60079a6c643d65141f909730ecfeb3aef","No",44028688899118
"SPO","d61ab012cf4b0c24daf2447309638b25573f85b0a7e4ffdb60db9b22","No",1373520626087
"SPO","cdb10209d937fc1559c635e35b9147febde5307b4a7d276f868775cd","No",73502527004769
"SPO","ccf9fa7bd7cc72f851effb0e229f7ab163ae670250c38b18dbdd8f8f","No",56371414093476
"SPO","cb87bf12be816ecd5cd6e167442670e4024d85e0005c8623651b371f","No",42534577079033
"SPO","c5c43637ce16dc7e2619be1733a769f63aaf193e6e93458479eafd63","No",2130045224469
"SPO","c320202c2f21866e1f1d3c16bc756c6834a49c05714021ae46f850f8","No",506108599440
"SPO","c29dd3c55a4f3f3b02aae6463ef8e1e66a70b5d000f8a6dc3430ef04","No",3251373905068
"SPO","c1cadab46b74defa9f79b59b617fe2a50bdbce6b367e472b6109a7bc","No",37099352345748
"SPO","be80794a946cf5e578846fc81e3c62ac13f4ab3335e0f5dc046edad4","No",4331376158295
"SPO","bbbe8bd9d3942563c7cf02e2d605516fb8376e3a49689d9b028cc2ab","No",6462806991812
"SPO","a95b4f891edea1c877954d48968968b2c91a80786858d89110caf7f9","No",30700246779200
"SPO","a803d6a5b213b52b38c4d7b97c934b904810c36e40a9d7260670d618","No",199193959974
"SPO","96553a437b99271fdcaa30c279e432224342e88147741db73872f03c","Abstain",1574297205268
"SPO","95954fa839905a201d8d97cc31be8bbd4ac2ad0df1d201accce3a23e","No",48088517484196
"SPO","940d6893606290dc6b7705a8aa56a857793a8ae0a3906d4e2afd2119","No",1355010935164
"SPO","90a9f94272aa45bb1eb27bb0e2fda43eb4d9bfd31010ab2c9c249896","No",32431561189012
"SPO","903e554b27f6c66a2032bedc3d74fdf6b58b2f09a05e13b9af71807f","No",5365270392915
"SPO","8d2fef46df5f9b2fcb64ebad739f27062b4f38c04df1a916fa216752","Yes",12914573045771
"SPO","8b7a0faa3fb61ce93d1013db3e157c53c3c4060e4872d8d82fa66c6b","Yes",1771734493320
"SPO","88eb9f2d6bc1835026154016c7dc54b54e06dee61c2c238643969202","No",5354916904868
"SPO","8857ee40b59bbc752e8cab4e5808e204cf7c4ce338fd7b86f4db0cc6","No",13928678261260
"SPO","7e7eb329d995759d2b9fdb85b8d0c9e3fa2e57c460641c8fc875e780","No",8186651526118
"SPO","788898a81174665316af96880459dcca053f7825abb1b0db9a433630","No",57639038789953
"SPO","7782b3a9574a1d179a767064213e03a061995a006e1aeafdfb8463f8","No",5452421177310
"SPO","76e80e1b3f622c7051f222453497b0667e12892f5d94ee565d17dc52","No",21283720594337
"SPO","7113de447fb62c38e3e3aeec434cac6fc76e05e997b84227e9c637b8","No",21463867671278
"SPO","6a4a39566f5c45f0f6de34ef5e674b892e517ddeebd4eafcfd8583ef","No",4620419763968
"SPO","6658713e2cbfa4e347691a0435953f5acbe9f03d330e94caa3a0cfb4","No",53800543308113
"SPO","660f2b816e90e4e826daebf33357d76ab89414f88d57dd7d9f7898fe","No",1905663515264
"SPO","6371c7935c90ddb9b2bca3e5ae04d69711ec1bc28749393116c6d44c","No",10345088517256
"SPO","6198d2070b6e70cc2a5e370a43dd49699960c88a084ffe390abe9a6a","No",10965098486837
"SPO","5b5804135b07be6f3635a655ed1b68ddef1854523b45cd1840a6fc33","No",60866252099702
"SPO","566ebd3406088123f8dcc99630f122520db5d479e661c72b43571627","No",8215009561350
"SPO","54a7cf8a1e91ff0b72a3577c0d2f39d2d7ad1fca63ae0b9e4662053d","No",44465587564376
"SPO","538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357","No",2211273115878
"SPO","50e113d1ada46a83a16d5ee6cfdc1a8baed6634c9f046ed30131eb11","No",17363896543728
"SPO","4d470d31f80c01d797996b43abdfe7339ae5b408fb31cc655a80ccd7","No",2972877883467
"SPO","4aea697c45e39e37e5d842ec8cf6c01a714e88db33a1ba0565ab59af","No",71127936500591
"SPO","4690a6bcbfc9eedd4d8595c9d665cd9b8ebe3e6d82ebf0120d7bc7c5","No",4391766680585
"SPO","3dec052cf085697aa6c32a934527f7c5761165a6a6f02a9af30c9ed1","Abstain",2563744451020
"SPO","34fa6e42ffafbb9bf63b1c78e99b09b30527f37ac544668dfaab624d","No",533262360730
"SPO","2ba96bc27be2bdde3ec11b9f696cf21fad39e49097be9b0193e6b572","No",62569005106546
"SPO","21cb022b2557aec62f5a74f96350d398fa31186ba53240ad7d7466fd","No",1154986442787
"SPO","1b268f4cba3faa7e36d8a0cc4adca2096fb856119412ee7330f692b5","No",62805624875144
"SPO","1b2523e031e0efe6e5fe0edf8c82fd51abf33a1a2feedad5456ef4d9","No",29548791252655
"SPO","153806dbcd134ddee69a8c5204e38ac80448f62342f8c23cfe4b7edf","Yes",73067096648391
"SPO","138031b823a08dec4535e583ca8ea91530abd9c62b1c0b768fd1f834","No",970437060329
"SPO","0ec6869e13bb1f39c8be3611e7cc00ba1ec2a22d7e4b197cec9aa2e3","No",5187386849017
"SPO","0a423fa44f23b13cba59474427d11746136672af66b2d80b4499dd1d","No",30228757186018
"SPO","09fa1d3156d3ed6eb2370631777d66bf1c14b9405c8eb361d58603ed","No",146159307276
"SPO","08453273401b3ee2f380ec570f8c926d5f3bd3522337d03b566a6b61","No",42134707478398
"SPO","0840d05089b5bff1e24fe57c1ed905cd6fda68e1147a5b5863d39562","No",12473831580008
"SPO","07ac7dee6c82177096b70ccf21cfb8965c1fb08e079f9ca4af4b2b3e","Yes",20801515130390
"SPO","052100e65f3fa89fe1e2d3ae521446b2013b3c91ef5c7961e1b1a1ac","No",701093077461
"SPO","00beef0a9be2f6d897ed24a613cf547bb20cd282a04edfc53d477114","No",24117948051449
"SPO","003da6afe37eca8d1bec9a040a51f23eb085c3e1b924948a214067e7","Yes",314005881820
"SPO","00000110093effbf3ce788aebd3e7506b80322bd3995ad432e61fad5","No",28535178859933
"SPO","00000036d515e12e18cd3c88c74f09a67984c2c279a5296aa96efe89","No",64968482197256
"DRS","eb8a7cf53e349af978e81c64ceefcea659a05559b83c384cf938e0ca","Yes",146240868884
"DRK","fdec0e7b970169151874a50e0f22f41fe95dd722eb0e1a11364095e2","Yes",737377406555
"DRK","f6a165a04d2a118134b25820534d40fd0886b7a45c71554716beac1f","No",42597920
"DRK","f31c5c7c3efcd8a0480b99b4766f449261f0a32e08c1dad8c8f0f761","No",520432285576
"DRK","f22c9cfc562c577027b0cfe0192a5cbd1d642c00cf8cdba635e84a66","No",6216684407
"DRK","f0ed00410031f3288d7889aa896cfdad79a7441885d3bae8982ac151","Abstain",104772384
"DRK","eecfc8a6aaee8257c75992d918383e4100079e3d24946ff80c32043e","Yes",366863450
"DRK","ecb7b18607ddb742937d78d50230b3c9c2fefaa74760aa1ce81a8da0","No",266125872429
"DRK","ec547651033d75540717912858b36d86977b572281a2cdad9d0826b7","No",4828543811
"DRK","ec20ef7cb489a04f466d21606de40e254971c5199ad1d37bf891262f","Abstain",397319134412
"DRK","ea5c150980ee98f05f7f48e78dc4b5c1086f1aed897777df23397fad","No",40695377935
"DRK","e6ce8801848a70f3ced317bcb5b8214339e89a9fde180e9d90919a2a","No",370842888919
"DRK","e60a0145088a68f1829ed2486496db4c6c5f680082de92e374d238b6","No",5891998416
"DRK","e5abf58a2f065d22fca6f86f021c80fd2ea52a45924659e9e0f49398","Yes",7807954383
"DRK","e4466cb4391d2b069e49ddb8dfac9795fc6a91587dd92d6632f495a3","No",302179024290
"DRK","e110365006277fb6a38f3365738f9a973b9d555a269f53a788224be4","No",55294478547
"DRK","ddb7316d7f4ff1d69084f2352e4613284381f17474fd133dfb4bb6ed","No",16885049106500
"DRK","dd70f2c717eb5a7153d2753b6cce713e786da1ffea2e9769505b185a","No",43728544442
"DRK","dd3573c0092bc1fad1301bece6e95c50a248264d743e21c2dcdb6266","No",1088852852
"DRK","dc31e3ed20fcefa08e80a229bd8431864f59959985b7f9752e735e36","Yes",101020736874
"DRK","da7cba6189cc2a574546a24746b961405c62eabe0818c54b3e001108","No",5002113542949
"DRK","d6918668ec1de20da3211b046b48130e29da4f82e5346e9d3de11a46","No",379391985144
"DRK","d5ca79bbf3b872d99ab23770a4c3802fe6a0e7745835d738bd115118","No",302766768624
"DRK","d3d857a6bece410c00bd47c57380cc387f0b20d25c8a0407e8809f67","No",112641534551
"DRK","d39faca15484a2e644dce5450bce70a07d73a0ccfe9a4f512de86819","Abstain",17893241775
"DRK","d33da6bc4ad754e5f7d44d7eb7ef655ea40f539dd7840c0a8760ad59","No",8705987462844
"DRK","ceb1cc47cd31327f642216f090434b8aa1acb0aaac83aea3bef4b7b6","No",704355517
"DRK","ccb1dbb55ed9bd1553b22cdbd79914e11a39a0c8c1c4770d62d7f135","Abstain",229157239019
"DRK","cc37fee8a4bca7120ce97b852213aff16aa09999c8e35809c5e00444","No",6027104589
"DRK","ca647bef6fd06947e4cbb7368860a38528a6b3e41b60a7a59f849ac2","No",746021104554
"DRK","c6f5be064ffc0494a269cc56f767c3f60b67635f336bd6f9b05a7484","No",3635267360940
"DRK","c6850f98ad7fc589b4581d4dd4a3b17e6d8c3281e963fd4084d6c47e","No",376523679232
"DRK","c50b9b9beeb0e1cfec57304c7d20746d59f2b3e71bbba847f48b79e2","No",248290336405
"DRK","bf7cf9d35407a66f2744f1dac876bb2bee5e2bb7e04b6c606384d055","No",1091215963538
"DRK","bc094a622f7c0d0b6c0f64200404fceddd7c3666365822436df205bc","No",1504854520668
"DRK","b9550415f43943bbf7266a4c27d5cf7fe1dfb43ffb249a39dd53692a","No",336580641107
"DRK","b7ea48422ca020e2c8b0d87b64e1d7df88373c56647303bc06f45dfa","Yes",305618254
"DRK","b5393f87d09ef82b1a22f39c379968c4630cc39c4abbd37de3eef1d1","No",96529449197
"DRK","b504dbaab6de1a99cff4792682afd38c6c0aed226e563bc430530cff","No",587001872099
"DRK","aff45cba7bc52fae256de95178476ea96ede79c58e4bdfdc46c582f6","Abstain",123602281299
