"type","voter-hash","vote","voting-stake"
"SPO","ff069b3ecf738d4adfe83f7c20c64b82f94f7285ee41eedb2bfd297b","Yes",21397386159358
"SPO","ec6cdcad62633e065be5d96eecea28464144a1827adc0cba98d29a23","Yes",9928446972089
"SPO","d61ab012cf4b0c24daf2447309638b25573f85b0a7e4ffdb60db9b22","Yes",1745297962607
"SPO","c825168836c5bf850dec38567eb4771c2e03eea28658ff291df768ae","Yes",30891104282356
"SPO","bbbe8bd9d3942563c7cf02e2d605516fb8376e3a49689d9b028cc2ab","Yes",6498255489982
"SPO","9fa14b049b735e287da702a2b0a7c2a6612e81db9cc4284339a6a2f1","Yes",3752073061022
"SPO","940d6893606290dc6b7705a8aa56a857793a8ae0a3906d4e2afd2119","No",1358903884730
"SPO","91e34a10c60a797011bdafc723e0b86a2fdecd11731c8c9e403cfe6e","Yes",1384368371824
"SPO","68d8505aea5a000e630f904f8741c1deec9135a729e5df770fe3b659","Yes",2493258566846
"SPO","64a4392e99179be25e27a31a6f9e3b31111d761e3d301a7e8f6e9d09","Yes",88740369042
"SPO","2ba96bc27be2bdde3ec11b9f696cf21fad39e49097be9b0193e6b572","No",62335841092426
"SPO","1b2523e031e0efe6e5fe0edf8c82fd51abf33a1a2feedad5456ef4d9","Yes",29483503208506
"SPO","153806dbcd134ddee69a8c5204e38ac80448f62342f8c23cfe4b7edf","No",73512096870059
"SPO","0df0f6e5a3191520aa0a58268c38fe608d1d931766fc006635f3f2b1","Yes",144864329394
"SPO","0a423fa44f23b13cba59474427d11746136672af66b2d80b4499dd1d","Yes",30099908261171
"SPO","00000036d515e12e18cd3c88c74f09a67984c2c279a5296aa96efe89","No",68267718547530
"DRS","5f14b5b5cddb0839df02696194268ef48673836d7777a7c05ffd2f3e","Yes",437257806398
"DRK","fdec0e7b970169151874a50e0f22f41fe95dd722eb0e1a11364095e2","No",5073762513222
"DRK","f0ed00410031f3288d7889aa896cfdad79a7441885d3bae8982ac151","No",102993305
"DRK","f040fce92719b564369095bab8495548ad324529dd2ae19cf4e61411","Yes",786047512132
"DRK","ef99796c601eb47571ff919d02afe74727a81bdfe81e08481bdf06bd","No",45404952692
"DRK","e9a96e9080ff7f13cbe437b3106485d4968758710fb73f4ee45a60fa","Yes",60016267909
"DRK","e6ce8801848a70f3ced317bcb5b8214339e89a9fde180e9d90919a2a","Yes",372413561963
"DRK","e6a2a0c4f8be3b8b765d71ea3bc0de6060615538caf3952f0b384834","No",1046305349263
"DRK","e4466cb4391d2b069e49ddb8dfac9795fc6a91587dd92d6632f495a3","Yes",328314440905
"DRK","e110365006277fb6a38f3365738f9a973b9d555a269f53a788224be4","No",47408501374
"DRK","dd70f2c717eb5a7153d2753b6cce713e786da1ffea2e9769505b185a","Yes",43841173407
"DRK","d33da6bc4ad754e5f7d44d7eb7ef655ea40f539dd7840c0a8760ad59","Yes",8669729886842
"DRK","ceb1cc47cd31327f642216f090434b8aa1acb0aaac83aea3bef4b7b6","No",705067086
"DRK","cc7559aea43dd0959f226897ca5f3b46459d87f2837b840d17c6a5a4","Yes",26527061954
"DRK","cc37fee8a4bca7120ce97b852213aff16aa09999c8e35809c5e00444","Yes",6033532373
"DRK","c6850f98ad7fc589b4581d4dd4a3b17e6d8c3281e963fd4084d6c47e","Yes",415090630263
"DRK","bc5c2f2aff2522fdb9aff627f9d0b728960fba2dd63fe4862f6e3d3f","Yes",134274069001
"DRK","b6f4547ad049d7443ee5695761e1aa5e446cfccf72c7ed0d8ad8edfa","No",20762176187486
"DRK","b45cdcd28bed562449c2847ab1e6259b1eef8451a6fb30a249c77c67","Yes",83692828426
"DRK","a865b3916bd1d4eb06b2c650d928991db042f54f3658c0fb8dfe1af4","Abstain",15688203745956
"DRK","a83677e69e2a13a517361d613ffa436190378060da2bd0226846364f","Yes",1012269077356
"DRK","a2d942cd0ba1c5b286146ad1567bb5d804b4d3df3c3f6124cd72ac9b","Abstain",106415882249
"DRK","9cbfc3c6bc7a741321b52af6a16290bbfb3cfa406ae73b447d9e696c","No",3587340669
"DRK","975bc39a158a7abfc0a9372a4a7b5368a1dfda6b34ebfce7195ab854","No",605795701959
"DRK","94f7bb25c15f5e4e3a58bb9e8e6b10bfa8c2694f39f282167af35e2c","Abstain",13287222454396
"DRK","8f1d5d6c1156a9710407d524789eebf42ef20bbd75ec858d53b7bfcf","Yes",2317612637067
"DRK","8af81c6e86446b617ae0f609e4ebc154e02febefced49936ad0d2d64","Yes",345290797101
"DRK","891cf38d4cdd539b3cfc13c0c16bf98f8a9837bf5c57b75a6b303e89","No",104035285832
"DRK","881b9c84fccefa40b9d9d037d80635ea6e5fd19050aab71fef2e12f3","Yes",9603170208
"DRK","87d908316f5f0c24eeb8a34cf10f40fe99a8f54d2bf6fdd3318be4c9","Yes",15204012717
"DRK","7b47e6a1de9ec2d613a1eb25f2e4e17050940a73ce1144dbaa975b4e","No",12239014174
"DRK","6c50e19fbaa47dd7a226a15d46313b2b088045b1fe2169f4015d7d08","No",2759559710
"DRK","65c525f72280f114c7ff6e4f322ca8c1b508f6db1fe97323c6e8205c","Yes",91347817148
"DRK","608355a04e0c683f70a462b70a1e73f0c71d80381c2dc8830a8ef926","Abstain",22067756194
"DRK","5f0fd8cb95ac1f0eb2d86ed3f8e6437a1ca30b15cd649d2ab1f1e925","Yes",5717570878
"DRK","59d018364aebf5ddff693741df1679a47cd33ce8f26eae3be8d68d14","No",28609305980
"DRK","587557751cb28fcdd9842f42b2b711f9147c540a32632534db7ce22e","No",247400534822
"DRK","53f6a8fad05efc1111cca4dcb96ce891dbfa52459f02efdba117bdb4","No",592469796496
"DRK","43d159afe83267d9b160ef6afa1223e4040226e6aea130aecb139073","Yes",3400736086784
"DRK","4281249b0696b2e347ae7cc1757d38e81fd5c7aa763903225b40e7c1","Abstain",23914585271
"DRK","3d65580e7a2f7a0e3de33a25de03ba9e6f5778ce124594be1775e284","No",2893616742
