"type","voter-hash","vote","voting-stake"
"SPO","ff069b3ecf738d4adfe83f7c20c64b82f94f7285ee41eedb2bfd297b","Yes",22069014930990
"SPO","fdc55442d4c89bfa42bb62ac640ed710afd6eb79531e6dbb8459eb46","No",52489398707490
"SPO","fd2ce4f1b300eee8dabf70b010f23a9f2650f18c1f8d3ecf823f5423","No",4031951835322
"SPO","fb21d3e5ed7684742936778239a7bed2bcee1292964ddeb716d3a903","No",62291504297185
"SPO","fab24ffce0611c290e10211cac009b1366ae1cece4a1c57d110ddfa1","Yes",46423218771
"SPO","f9f646eb4b04adea5afee58b63cc9f53e0da82118c2ab10a6557b922","Yes",1343037684936
"SPO","f7bc66350f611b20f8f86e123d8780928ee8cf9d827d72f549d61b51","Yes",214726863239
"SPO","f4ebee070198a0db41e46d5e59a7c582357013d15b907f65ad75d55e","Yes",276769693855
"SPO","f218d7c550fecc856bdf09c6ec12d64f68a59b6727f29bedb06d88b1","Yes",680369407690
"SPO","f0e3c8d48efb750cdf256b68babc880787bc688972acfbbee1ffc537","Yes",321304434506
"SPO","ec6cdcad62633e065be5d96eecea28464144a1827adc0cba98d29a23","Yes",9942003911638
"SPO","e40edb5a243c9ef00296860c6b7c8272fd5923ac52b5050d68e80d9b","Yes",20960475694138
"SPO","dacf06a23e4aaf119024e63deb79861ca175b24e7d44d97fb92b1a22","Abstain",40316465955386
"SPO","d8cc8d4198e23dbc5685c6682e6ea06e82fbd93879e42086e64ccc21","Yes",286170914325
"SPO","d61ab012cf4b0c24daf2447309638b25573f85b0a7e4ffdb60db9b22","Yes",1779369683280
"SPO","d058aaaeea58887b79ecb57708d1694bd323276a6b54185bd86415e7","No",35196185144970
"SPO","cb87bf12be816ecd5cd6e167442670e4024d85e0005c8623651b371f","No",42833460781167
"SPO","c825168836c5bf850dec38567eb4771c2e03eea28658ff291df768ae","Yes",31104517703903
"SPO","c5e367e5fe6dc0ee6cf5f43af56099c0c2f7bfbaca1a639522a0c5d5","Yes",2578369208868
"SPO","c5c43637ce16dc7e2619be1733a769f63aaf193e6e93458479eafd63","No",2130356750299
"SPO","c2b8bff5160dd75149f2cae0955698550e8cf0d390025b26a9508a3e","Yes",1180408404712
"SPO","c29dd3c55a4f3f3b02aae6463ef8e1e66a70b5d000f8a6dc3430ef04","Yes",2023220515584
"SPO","be80794a946cf5e578846fc81e3c62ac13f4ab3335e0f5dc046edad4","Yes",4327760028936
"SPO","bbbe8bd9d3942563c7cf02e2d605516fb8376e3a49689d9b028cc2ab","Yes",6491744091085
"SPO","b67b0635ab2b26df9e44ba14fac3560720ca0902446d68fe282d4b97","Yes",132127855589
"SPO","b5a1a820cc3783a4e637bce79d1cc2774b241c08251e45c5d1f8f3f6","No",22959012813791
