"type","voter-hash","vote","voting-stake"
"SPO","fb21d3e5ed7684742936778239a7bed2bcee1292964ddeb716d3a903","Yes",54198118229322
"SPO","f9f646eb4b04adea5afee58b63cc9f53e0da82118c2ab10a6557b922","Yes",1335545479463
"SPO","f4ebee070198a0db41e46d5e59a7c582357013d15b907f65ad75d55e","Yes",276169034704
"SPO","f0e3c8d48efb750cdf256b68babc880787bc688972acfbbee1ffc537","Yes",317449575027
"SPO","eaa778d97077ff7725fe4cbb70b514d840407a45a3c244ac05f6a83d","Yes",55152940550240
"SPO","e9e7e497cdda1681cff48e4d8c5a726e2e030c65a3cf7f9be8007466","Yes",47093429281819
"SPO","e8e00995c7f3820fedf01e75a443c56e20f96ddcf9168b662ce2fdcd","Yes",2344175092646
"SPO","dcf43cff10f366a4804905092fb8dda95a57bc348342ed2a5f356965","Yes",15658628391103
"SPO","d918835729aaab9d4dca82c60079a6c643d65141f909730ecfeb3aef","Yes",43844198823295
"SPO","d8cc8d4198e23dbc5685c6682e6ea06e82fbd93879e42086e64ccc21","Yes",287834233377
"SPO","d058aaaeea58887b79ecb57708d1694bd323276a6b54185bd86415e7","Yes",34875239879389
"SPO","cfff13497008842ab170eae18ecf43be7eb4fa51bdd503821ddaaf19","Yes",70309653524358
"SPO","c825168836c5bf850dec38567eb4771c2e03eea28658ff291df768ae","Yes",30631417834147
"SPO","c2c52eab0d713209b337d8ff8fe28e1ccae2f70eb7ed1ee27e8c866a","Yes",48348475236167
"SPO","c29dd3c55a4f3f3b02aae6463ef8e1e66a70b5d000f8a6dc3430ef04","Yes",1868716941037
"SPO","be80794a946cf5e578846fc81e3c62ac13f4ab3335e0f5dc046edad4","Yes",24240803196463
"SPO","b67b0635ab2b26df9e44ba14fac3560720ca0902446d68fe282d4b97","Yes",196624396310
"SPO","9fa14b049b735e287da702a2b0a7c2a6612e81db9cc4284339a6a2f1","Yes",2540650844573
"SPO","9e5dbc61ade8b23176636e739fb056d30572c1669d2671f590b83afa","Yes",14226839721021
"SPO","96553a437b99271fdcaa30c279e432224342e88147741db73872f03c","Yes",2667284745004
